age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,country,salary,predicted_salary,id
"(54,61]",Federal-gov,156842,Some-college,"(9,10]",Spouseless,Service,Not-in-family,Other,Male,40,US,0,0,6281
"(61,90]",Other,147097,Bachelors,"(12,13]",Spouseless,Other,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,6282
"(54,61]",Private,96779,<= 12th,"[1,8]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6283
"(43,54]",Private,198824,Bachelors,"(12,13]",Spouseless,Exec-managerial,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,6284
"(37,43]",Private,45363,Associate,"(10,12]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,6285
"[17,21]",Private,482732,High School,"(8,9]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,6286
"[17,21]",Private,198663,High School,"(8,9]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6287
"(37,43]",Private,230329,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,6288
"(29,33]",Private,32008,Bachelors,"(12,13]",Spouseless,Tech and Secutity,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,6289
"(61,90]",Private,127016,<= 12th,"[1,8]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,6290
"(43,54]",Self-emp-not-inc,102308,Bachelors,"(12,13]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,6291
"(54,61]",Self-emp-not-inc,94156,Above Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6292
"(54,61]",Private,234481,<= 12th,"[1,8]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6293
"(43,54]",Private,408773,Some-college,"(9,10]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6294
"(54,61]",Private,43235,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6295
"(54,61]",Other,253101,Bachelors,"(12,13]",Spouseless,Other,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6296
"(43,54]",Local-gov,193882,Associate,"(10,12]",Spouseless,Tech and Secutity,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6297
"(35,37]",Private,359796,Some-college,"(9,10]",Spouseless,Sales,Not-in-family,Other,Male,40,US,0,0,6298
"(37,43]",Private,110556,High School,"(8,9]",Spouseless,Exec-managerial,Unmarried,Other,Female,40,US,0,0,6299
"(54,61]",Self-emp-not-inc,224784,Associate,"(10,12]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,6300
"(43,54]",Federal-gov,271544,High School,"(8,9]",With Spouse,Administration,Wife or husband,Other,Male,40,US,1,0,6301
"(61,90]",Other,142171,<= 12th,"[1,8]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,6302
"(43,54]",Private,221172,High School,"(8,9]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,6303
"(35,37]",Local-gov,397877,Bachelors,"(12,13]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,6304
"(43,54]",Private,91262,Some-college,"(9,10]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,40,Non-US,0,0,6305
"(43,54]",Local-gov,127678,Associate,"(10,12]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,6306
"(21,23]",Private,129508,High School,"(8,9]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6307
"(25,29]",Self-emp-not-inc,116207,High School,"(8,9]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,6308
"(33,35]",Private,90614,Associate,"(10,12]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,6309
"(61,90]",Self-emp-not-inc,71676,Some-college,"(9,10]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6310
"(37,43]",Private,145175,Some-college,"(9,10]",With Spouse,Machine-op-inspct,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6311
"(43,54]",Private,98588,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6312
"(23,25]",Private,176162,Bachelors,"(12,13]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6313
"(43,54]",Private,186303,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,Non-US,1,0,6314
"(54,61]",Private,340591,<= 12th,"[1,8]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6315
"(21,23]",Private,195179,Some-college,"(9,10]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,6316
"(37,43]",Private,244172,High School,"(8,9]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6317
"(29,33]",Private,30497,Associate,"(10,12]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6318
"(35,37]",Private,268292,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,6319
"(21,23]",State-gov,309348,Some-college,"(9,10]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6320
"[17,21]",Private,210781,Some-college,"(9,10]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6321
"(37,43]",Private,286750,<= 12th,"[1,8]",Spouseless,Machine-op-inspct,Not-in-family,Other,Male,<40,US,0,0,6322
"(25,29]",Private,663394,High School,"(8,9]",With Spouse,Agriculture,Wife or husband,Other,Male,40,US,0,0,6323
"(43,54]",Local-gov,37353,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,6324
"[17,21]",Private,224640,Some-college,"(9,10]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Female,40,US,0,0,6325
"(21,23]",Private,164231,<= 12th,"[1,8]",Spouseless,Prof-specialty,Child or other relative,White or Asian-Pac-Islander,Male,<40,US,0,0,6326
"(23,25]",Private,161007,High School,"(8,9]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6327
"(37,43]",Local-gov,107327,Associate,"(10,12]",Spouseless,Prof-specialty,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,6328
"(43,54]",Local-gov,146565,Associate,"(10,12]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6329
"(29,33]",Federal-gov,145983,Some-college,"(9,10]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Female,40,US,0,0,6330
"(43,54]",Private,163998,High School,"(8,9]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,6331
"[17,21]",Private,250647,Some-college,"(9,10]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Male,<40,Non-US,0,0,6332
"[17,21]",Private,52753,High School,"(8,9]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6333
"(35,37]",Local-gov,305714,High School,"(8,9]",Spouseless,Service,Unmarried,Other,Female,>40,US,0,0,6334
"[17,21]",Private,38619,<= 12th,"[1,8]",Spouseless,Machine-op-inspct,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,6335
"(37,43]",Self-emp-not-inc,255503,<= 12th,"[1,8]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,6336
"[17,21]",Private,221955,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Male,40,Non-US,0,0,6337
"(21,23]",Private,139190,High School,"(8,9]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,>40,US,0,0,6338
"(33,35]",Private,185556,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,6339
"(21,23]",Private,346480,High School,"(8,9]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,6340
"(25,29]",Self-emp-not-inc,253899,Bachelors,"(12,13]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6341
"(43,54]",Private,126141,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,6342
"(43,54]",Self-emp-not-inc,219591,Some-college,"(9,10]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6343
"(29,33]",Private,159187,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6344
"(35,37]",Self-emp-not-inc,37778,Masters,"(13,16]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,6345
"(23,25]",Private,52028,<= 12th,"[1,8]",With Spouse,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,Non-US,0,0,6346
"(25,29]",Private,168138,Bachelors,"(12,13]",With Spouse,Tech and Secutity,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6347
"(25,29]",Private,321896,High School,"(8,9]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6348
"(29,33]",Private,131425,Bachelors,"(12,13]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6349
"(61,90]",Local-gov,142166,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,6350
"(43,54]",Self-emp-not-inc,172479,High School,"(8,9]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,6351
"(37,43]",Private,191479,Some-college,"(9,10]",Spouseless,Exec-managerial,Child or other relative,Other,Female,40,US,0,0,6352
"(61,90]",State-gov,111795,Bachelors,"(12,13]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,6353
"(29,33]",Private,364657,Some-college,"(9,10]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,Non-US,1,0,6354
"(37,43]",Private,150471,Associate,"(10,12]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,6355
"(29,33]",Private,176673,High School,"(8,9]",Spouseless,Machine-op-inspct,Not-in-family,Other,Female,40,US,0,0,6356
"(25,29]",Private,164040,High School,"(8,9]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6357
"(43,54]",Private,99127,Associate,"(10,12]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,6358
"(25,29]",Private,214858,High School,"(8,9]",With Spouse,Service,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6359
"(37,43]",Private,154076,Some-college,"(9,10]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6360
"(23,25]",Private,236977,High School,"(8,9]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,40,Non-US,0,0,6361
"(21,23]",Federal-gov,146538,High School,"(8,9]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6362
"(37,43]",Private,144778,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6363
"(43,54]",State-gov,103179,Above Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6364
"(37,43]",Private,178976,High School,"(8,9]",Spouseless,Administration,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,6365
"(29,33]",Private,176185,<= 12th,"[1,8]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,6366
"(54,61]",Local-gov,35001,<= 12th,"[1,8]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6367
"(23,25]",Other,67586,Associate,"(10,12]",With Spouse,Other,Wife or husband,Other,Female,<40,US,0,0,6368
"[17,21]",Private,452452,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,Other,Female,<40,US,0,0,6369
"(25,29]",Private,207473,Some-college,"(9,10]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,0,0,6370
"[17,21]",Other,253190,Some-college,"(9,10]",Spouseless,Other,Child or other relative,White or Asian-Pac-Islander,Male,>40,US,0,0,6371
"(61,90]",Private,257557,<= 12th,"[1,8]",With Spouse,Transport-moving,Wife or husband,Other,Male,40,US,0,0,6372
"[17,21]",Private,143360,High School,"(8,9]",Spouseless,Machine-op-inspct,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6373
"(29,33]",Federal-gov,97614,Some-college,"(9,10]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6374
"(61,90]",Other,224680,Above Masters,"(13,16]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,6375
"(43,54]",Private,196763,Associate,"(10,12]",Spouseless,Exec-managerial,Not-in-family,White or Asian-Pac-Islander,Female,>40,US,0,0,6376
"(37,43]",Self-emp-not-inc,343061,<= 12th,"[1,8]",With Spouse,Agriculture,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,0,0,6377
"(43,54]",Other,193047,High School,"(8,9]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6378
"(43,54]",Private,247286,Some-college,"(9,10]",Spouseless,Sales,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,6379
"(35,37]",Private,224566,Associate,"(10,12]",Spouseless,Prof-specialty,Not-in-family,White or Asian-Pac-Islander,Male,>40,US,0,0,6380
"(25,29]",Private,263005,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,Non-US,0,0,6381
"(43,54]",Private,405309,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6382
"(43,54]",Private,117251,High School,"(8,9]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6383
"(54,61]",Private,34788,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6384
"(61,90]",State-gov,117017,Some-college,"(9,10]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Male,<40,US,0,0,6385
"(37,43]",Private,186145,Some-college,"(9,10]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Female,40,US,1,0,6386
"(61,90]",Private,181153,High School,"(8,9]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,6387
"(23,25]",Local-gov,375170,Some-college,"(9,10]",Spouseless,Administration,Child or other relative,Other,Female,<40,US,0,0,6388
"(43,54]",Private,101214,Bachelors,"(12,13]",Spouseless,Sales,Unmarried,White or Asian-Pac-Islander,Male,>40,US,1,0,6389
"(37,43]",Private,107306,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,1,6390
"(25,29]",Private,195327,High School,"(8,9]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6391
"(54,61]",Private,196126,Bachelors,"(12,13]",Spouseless,Craft-repair,Not-in-family,White or Asian-Pac-Islander,Male,40,Non-US,0,0,6392
"[17,21]",Private,175465,<= 12th,"[1,8]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6393
"(25,29]",Private,197905,Some-college,"(9,10]",With Spouse,Service,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6394
"(25,29]",Private,210714,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,6395
"(21,23]",Private,183083,Some-college,"(9,10]",Spouseless,Machine-op-inspct,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6396
"(29,33]",Private,283921,Some-college,"(9,10]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,0,0,6397
"(43,54]",Private,158680,Masters,"(13,16]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6398
"(29,33]",Self-emp-inc,99309,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6399
"[17,21]",Private,165505,Some-college,"(9,10]",Spouseless,Sales,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6400
"(21,23]",Private,122272,Bachelors,"(12,13]",Spouseless,Administration,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6401
"(54,61]",Private,147707,High School,"(8,9]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,0,6402
"(37,43]",State-gov,345969,Bachelors,"(12,13]",With Spouse,Exec-managerial,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6403
"(25,29]",Private,143582,High School,"(8,9]",With Spouse,Administration,Wife or husband,White or Asian-Pac-Islander,Female,<40,Non-US,0,0,6404
"(21,23]",Private,317019,Some-college,"(9,10]",Spouseless,Service,Not-in-family,White or Asian-Pac-Islander,Female,<40,US,0,0,6405
"(54,61]",Private,225883,Some-college,"(9,10]",Spouseless,Sales,Unmarried,White or Asian-Pac-Islander,Female,<40,US,0,0,6406
"(54,61]",Self-emp-inc,258883,Bachelors,"(12,13]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,1,1,6407
"(43,54]",Private,202812,Masters,"(13,16]",With Spouse,Prof-specialty,Wife or husband,White or Asian-Pac-Islander,Male,40,Non-US,1,1,6408
"(61,90]",Self-emp-not-inc,213945,High School,"(8,9]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,6409
"(43,54]",Self-emp-not-inc,135102,High School,"(8,9]",With Spouse,Transport-moving,Wife or husband,White or Asian-Pac-Islander,Male,>40,US,0,0,6410
"(25,29]",Private,140830,High School,"(8,9]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,40,US,0,0,6411
"(37,43]",Self-emp-not-inc,155106,<= 12th,"[1,8]",With Spouse,Craft-repair,Wife or husband,White or Asian-Pac-Islander,Male,40,US,1,0,6412
"(61,90]",Other,404601,High School,"(8,9]",With Spouse,Other,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,6413
"(29,33]",Private,272376,Associate,"(10,12]",Spouseless,Administration,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,6414
"(35,37]",Private,278924,High School,"(8,9]",Spouseless,Sales,Not-in-family,White or Asian-Pac-Islander,Male,40,US,0,0,6415
"(25,29]",Private,46868,Masters,"(13,16]",Spouseless,Tech and Secutity,Not-in-family,White or Asian-Pac-Islander,Female,40,US,0,0,6416
"[17,21]",Private,142647,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6417
"(29,33]",Private,213813,Some-college,"(9,10]",Spouseless,Tech and Secutity,Unmarried,White or Asian-Pac-Islander,Female,40,US,0,0,6418
"(25,29]",Private,129460,<= 12th,"[1,8]",Spouseless,Administration,Unmarried,White or Asian-Pac-Islander,Female,<40,US,0,0,6419
"(21,23]",Private,167424,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6420
"[17,21]",Private,194905,Some-college,"(9,10]",Spouseless,Service,Child or other relative,White or Asian-Pac-Islander,Female,<40,US,0,0,6421
"(33,35]",Private,167735,<= 12th,"[1,8]",Spouseless,Craft-repair,Child or other relative,White or Asian-Pac-Islander,Male,40,US,0,0,6422
"(61,90]",Self-emp-inc,134768,Masters,"(13,16]",With Spouse,Sales,Wife or husband,White or Asian-Pac-Islander,Male,<40,US,0,0,6423
"(33,35]",Private,556902,High School,"(8,9]",Spouseless,Service,Not-in-family,Other,Male,40,US,0,0,6424
"(21,23]",Private,114357,High School,"(8,9]",Spouseless,Tech and Secutity,Child or other relative,White or Asian-Pac-Islander,Male,>40,US,0,0,6425
